age,gender,Mstatus,gradStud,trans,Flang ,Haddress,Hestatus,Plive,Fsize,Fsupport,Osupport,Medu,Fedu, Fjob,Mjob,Rclass,EIRR,PCGA,CCmember,OCmember,Mactivity,Dactivity,Aconsum,Efriend,Srec,Sother,Eresult,Hresult,Presult,gpa,tutor,Itutor,absent,Alab,Fread,Gstudy,Gwork,labInf ,IntUse,handout,refbook,lecture,internet,Edevice,advisor,uniInterest,progInterest,uniLike,deptLike
24 – 29,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,Yes,Primary education,Primary education,Teacher,Housewife,Friendly,Yes,Never,Occasionally,Never,Occasionally,Never,Very High,Medium,Medium,Low,70-84,3.50- 4.00,450-499,3.00-3.49,Yes,No,Sometimes,Sometimes,7_8,Medium,Medium,Yes,Sometimes,No,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Often,Often,Often,Never,Never,Low,Low,Medium,Low,55-69,2.50-2.99,450-499,2.50-2.99,Yes,Yes,Never,Usually,5_6,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Occasionally,Never,Often,Never,Never,Low,Low,Medium,Low,55-69,2.50-2.99,450-499,Less than 2.00,No,No,Never,Always   ,5_6,Low,Medium,No,Sometimes,Yes,No,Yes,No,Yes,Never,Yes,Yes,neutral,neutral
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Secondary education,Teacher,Housewife,Friendly,Yes,Often,Occasionally,Never,Often,Occasionally,Low,Very High,High,High,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Usually,5_6,High ,High ,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,No,Yes,No,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Higher education,Higher education,Teacher,Health care related,Friendly,Yes,Very often,Often,Often,Often,Occasionally,Medium,Very High,Very High,Low,85-100,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Never,Usually,3_4,High ,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,not educated,Farmer,Housewife,Friendly,Yes,Very often,Often,Never,Occasionally,Never,Medium,Very High,Very High,Medium,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,5_6,High ,High ,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Never,,Often,Never,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,450-499,2.50-2.99,Yes,Yes,Never,Always   ,3_4,Medium,Medium,Yes,Sometimes,Yes,Yes,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Occasionally,Often,Occasionally,Occasionally,Low,Low,Medium,Medium,85-100,3.00-3.49,400-449,2.50-2.99,No,No,Never,Always   ,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,No,medium,No,No,Higher education,Higher education,Farmer,Teacher,Friendly,No,Occasionally,Never,Often,Occasionally,Occasionally,Low,Low,Medium,Low,85-100,3.00-3.49,400-449,3.50- 4.00,No,No,Never,Always   ,3_4,Medium,High ,No,Sometimes,Yes,Yes,Yes,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,No,Higher education,Higher education,Teacher,Teacher,Friendly,No,Never,Never,Occasionally,Occasionally,Never,Low,Low,Medium,Low,85-100,3.00-3.49,450-499,3.00-3.49,No,No,Never,Always   ,1_2,Medium,Medium,No,Usually,Yes,No,No,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Often,Often,Never,Never,Low,Low,Medium,Low,85-100,3.00-3.49,400-449,3.50- 4.00,No,No,Never,Always   ,3_4,Medium,High ,No,Sometimes,Yes,Yes,No,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Higher education,Merchant,Merchant,Friendly,No,Occasionally,Often,Occasionally,Never,Occasionally,Low,Low,Low,High,85-100,3.00-3.49,450-499,3.00-3.49,Yes,No,Sometimes,Sometimes,1_2,High ,Medium,Yes,Usually,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Often,Never,Never,Low,High,Low,Low,70-84,2.50-2.99,450-499,3.00-3.49,Yes,Yes,Never,Usually,5_6,Medium,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,not educated,not educated,Farmer,Housewife,Friendly,No,Often,Never,Never,Often,Never,Low,Low,Very High,High,55-69,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Never,Usually,3_4,Medium,Low,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Occasionally,Never,Never,Low,Low,Medium,Low,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,3_4,High ,High ,Yes,Sometimes,Yes,No,No,Yes,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,not educated,not educated,Farmer,Merchant,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Medium,Medium,Medium,55-69,2.50-2.99,450-499,2.50-2.99,Yes,Yes,Never,Sometimes,5_6,High ,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Higher education,Farmer,Merchant,Friendly,No,Occasionally,Never,Often,Never,Occasionally,Low,Medium,Low,Low,Less than 55,3.00-3.49,Less than 350  ,Less than 2.00,No,Yes,Never,Never,1_2,Low,Medium,No,Sometimes,Yes,No,No,No,No,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,No,medium,Yes,No,Primary education,Primary education,Merchant,Housewife,Friendly,Yes,Often,Often,Occasionally,Occasionally,Often,Low,Low,High,Medium,55-69,3.00-3.49,450-499,3.00-3.49,No,No,Usually,Sometimes,3_4,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Low,Low,Low,85-100,3.50- 4.00,450-499,3.00-3.49,No,No,Never,Sometimes,>8 ,Low,Medium,No,Sometimes,Yes,Yes,Yes,Yes,No,Sometimes,No,No,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Never,Never,Low,Low,Low,Low,Less than 55,3.00-3.49,400-449,2.50-2.99,Yes,Yes,Never,Always   ,5_6,Low,Medium,No,Sometimes,Yes,No,No,No,No,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,not educated,Primary education,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Occasionally,Never,Low,Low,Medium,Low,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Sometimes,3_4,Low,Medium,No,Sometimes,Yes,No,No,Yes,Yes,Never,No,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,No,medium,No,No,not educated,not educated,Farmer,Housewife,Supportive,No,Never,Never,Occasionally,Occasionally,Never,Low,Low,Low,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Never,Sometimes,>8 ,Low,Low,Yes,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Afaan Oromo,Urban,Good,Yes,small,Yes,Yes,Secondary education,not educated,Farmer,Housewife,Supportive,Yes,Never,Very often,Occasionally,Occasionally,Very often,Low,Very High,Medium,High,Less than 55,2.50-2.99,650 – 700,3.50- 4.00,No,No,Never,Never,1_2,High ,High ,No,Usually,Yes,No,No,No,No,Never,No,No,No,No
30 – 39,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,Higher education,Teacher,Teacher,Friendly,No,Never,Occasionally,Never,Very often,Occasionally,Low,Low,Very High,Low,85-100,2.50-2.99,500-549,3.50- 4.00,No,Yes,Always   ,Usually,1_2,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,No,No
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Primary education,not educated,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Low,Medium,Medium,Low,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Medium,High ,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Very High,High,70-84,3.00-3.49,450-499,3.00-3.49,Yes,Yes,Never,Sometimes,3_4,Low,Medium,Yes,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,not educated,not educated,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Occasionally,Never,Low,Low,Medium,Medium,70-84,3.00-3.49,450-499,3.50- 4.00,Yes,Yes,Sometimes,Always   ,3_4,Medium,Medium,No,Usually,Yes,No,No,No,Yes,Never,Yes,Yes,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Often,Occasionally,Never,Low,Medium,Medium,Low,85-100,3.50- 4.00,450-499,3.00-3.49,No,No,Never,Always   ,5_6,Medium,Medium,Yes,Usually,No,No,Yes,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Supportive,No,Occasionally,Occasionally,Often,Often,Occasionally,Low,Medium,Medium,Low,85-100,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Sometimes,Usually,5_6,Medium,High ,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,not educated,Farmer,Housewife,Friendly,No,Occasionally,Occasionally,Never,Never,Never,Low,Medium,Medium,Medium,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Usually,3_4,Medium,Medium,No,Sometimes,Yes,No,Yes,Yes,Yes,Never,Yes,No,neutral,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Bad,Yes,medium,No,No,Primary education,Primary education,Farmer,Housewife,Sense of belonging,No,Never,Occasionally,Occasionally,Occasionally,Occasionally,Low,Medium,Medium,Low,55-69,2.50-2.99,350-399,2.00-2.49,Yes,Yes,Sometimes,Usually,7_8,Medium,Medium,No,Usually,Yes,Yes,Yes,No,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Occasionally,Never,Never,High,Medium,High,Low,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,5_6,Medium,High ,No,Usually,Yes,No,Yes,Yes,No,Never,Yes,No,Yes,Yes
24 – 29,Male,Single,No,Yes,Amharic,Urban,Good,Yes,medium,No,No,Primary education,Higher education,Teacher,Housewife,Friendly,Yes,Occasionally,Never,Often,Very often,Occasionally,Low,Medium,Very High,High,85-100,3.50- 4.00,350-399,2.00-2.49,Yes,No,Sometimes,Never,1_2,Low,Medium,Yes,Sometimes,Yes,No,No,No,No,Never,No,No,No,No
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Secondary education,Merchant,Merchant,Friendly,No,Never,Never,Never,Never,Never,Medium,,Medium,Low,85-100,3.50- 4.00,400-449,3.00-3.49,No,Yes,Never,Always   ,3_4,Low,High ,No,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,No,medium,Yes,Yes,Higher education,Higher education,Teacher,Merchant,Friendly,No,Never,Never,Occasionally,Never,Never,Medium,Medium,Medium,Low,70-84,2.50-2.99,400-449,2.50-2.99,Yes,Yes,Sometimes,Sometimes,1_2,Low,Low,Yes,Sometimes,Yes,No,No,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Occasionally,Never,Never,Never,Medium,Low,Low,Medium,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Usually,1_2,High ,High ,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Merchant,Housewife,Friendly,No,Never,Occasionally,Occasionally,Very often,Occasionally,Low,Medium,Medium,Low,55-69,3.00-3.49,400-449,2.50-2.99,No,Yes,Never,Sometimes,1_2,Low,Medium,No,Always   ,Yes,No,Yes,No,Yes,Sometimes,Yes,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,Yes,No,Higher education,Higher education,Teacher,Housewife,Friendly,Yes,Never,Never,Occasionally,Occasionally,Occasionally,Low,Medium,Medium,Low,55-69,3.00-3.49,400-449,2.50-2.99,No,Yes,Never,Always   ,5_6,Low,High ,No,Sometimes,Yes,No,No,No,No,Sometimes,No,Yes,Yes,Yes
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Secondary education,not educated,Merchant,Housewife,Friendly,Yes,Often,Often,Often,Never,Never,Low,Medium,Very High,High,70-84,3.00-3.49,450-499,2.50-2.99,Yes,Yes,Never,Always   ,5_6,High ,Medium,Yes,Usually,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Often,Never,Never,Never,Low,Medium,High,Low,55-69,3.00-3.49,400-449,3.00-3.49,Yes,No,Never,Usually,3_4,Medium,Medium,Yes,Usually,Yes,No,No,Yes,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Female,Married,No,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Occasionally,Occasionally,Never,Never,Low,Low,Low,Medium,70-84,3.50- 4.00,400-449,2.50-2.99,No,No,Never,Always   ,>8 ,High ,High ,Yes,Sometimes,Yes,No,No,No,No,Sometimes,No,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Occasionally,Occasionally,Never,Low,Medium,Medium,High,55-69,2.50-2.99,400-449,2.50-2.99,Yes,No,Never,Always   ,3_4,Medium,High ,Yes,Always   ,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Somali,Rural,Bad,No,large,No,No,Secondary education,Higher education,Farmer,Housewife,Supportive,No,Never,Occasionally,Often,Occasionally,Very often,Medium,High,Low,Medium,70-84,2.50-2.99,500-549,2.00-2.49,No,No,Never,Never,3_4,Low,Low,No,Never,Yes,No,No,No,Yes,Always ,Yes,No,No,No
20 – 23,Female,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Higher education,Higher education,Merchant,Housewife,Friendly,No,Never,Occasionally,Often,Often,Never,Low,Medium,High,Very High,70-84,3.50- 4.00,450-499,2.50-2.99,Yes,Yes,Never,Always   ,3_4,High ,High ,Yes,Usually,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Never,Often,Occasionally,Often,Often,Very High,Medium,Very High,High,55-69,3.00-3.49,450-499,2.00-2.49,No,No,Sometimes,Sometimes,>8 ,Medium,Medium,No,Sometimes,Yes,No,No,No,No,Never,No,No,Yes,No
20 – 23,Male,Married,No,Yes,Amharic,Urban,Bad,Yes,medium,Yes,Yes,Primary education,Higher education,Merchant,Housewife,Supportive,No,Occasionally,Often,Occasionally,Never,Never,Low,High,Medium,Very High,85-100,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Never,7_8,Medium,High ,No,Usually,Yes,Yes,Yes,Yes,Yes,Usually,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,Medium,Medium,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Never,Always   ,5_6,Low,High ,No,Always   ,No,No,No,Yes,Yes,Sometimes,No,Yes,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Merchant,Housewife,Supportive,No,Never,Never,Very often,Never,Never,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,3.00-3.49,Yes,No,Never,Sometimes,>8 ,Medium,Medium,No,Sometimes,Yes,No,Yes,Yes,Yes,Sometimes,Yes,No,neutral,neutral
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,not educated,Primary education,Farmer,Housewife,Friendly,No,Often,Occasionally,Often,Often,Never,Medium,Medium,Medium,High,Less than 55,2.50-2.99,400-449,2.50-2.99,No,No,Never,Always   ,5_6,Medium,High ,Yes,Usually,Yes,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Female,Married,No,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Low,Low,Low,70-84,2.50-2.99,400-449,2.50-2.99,No,No,Never,Always   ,3_4,Low,Medium,No,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,large,No,No,Primary education,Primary education,Farmer,Housewife,Friendly,Yes,Often,Never,Often,Often,Never,Medium,Medium,Very High,Low,85-100,3.50- 4.00,400-449,3.00-3.49,No,No,Never,Always   ,5_6,Medium,Medium,Yes,Always   ,Yes,No,No,Yes,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Occasionally,Occasionally,Occasionally,Never,Low,Medium,High,Low,85-100,3.50- 4.00,400-449,3.00-3.49,Yes,No,Never,Always   ,3_4,High ,Medium,Yes,Usually,No,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,medium,Yes,Yes,Secondary education,Secondary education,Merchant,Housewife,Supportive,No,Occasionally,Never,Never,Often,Never,Low,High,Very High,Very High,85-100,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Usually,1_2,Low,High ,No,Usually,Yes,No,No,No,Yes,Never,No,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,No,Primary education,not educated,Farmer,Housewife,Friendly,No,Never,Occasionally,Never,Occasionally,Occasionally,Medium,Low,Low,Medium,70-84,3.00-3.49,400-449,3.00-3.49,No,No,Sometimes,Usually,>8 ,High ,High ,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Never,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,small,No,Yes,not educated,not educated,Farmer,Housewife,Friendly,No,Never,Never,Occasionally,Never,Never,Medium,Medium,Medium,Low,85-100,3.00-3.49,400-449,2.50-2.99,Yes,No,Never,Sometimes,1_2,Low,Medium,Yes,Sometimes,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Good,Yes,small,Yes,Yes,not educated,not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Often,Never,Never,Low,Low,Medium,Low,55-69,3.00-3.49,400-449,3.00-3.49,No,No,Never,Sometimes,1_2,Low,Medium,Yes,Sometimes,Yes,No,No,Yes,Yes,Sometimes,No,No,neutral,No
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,not educated,not educated,Farmer,Housewife,Friendly,No,Never,Never,Very often,Never,Never,Medium,Medium,High,High,55-69,2.50-2.99,400-449,2.00-2.49,No,No,Sometimes,Sometimes,3_4,High ,High ,Yes,Always   ,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Friendly,No,Occasionally,Never,Often,Never,Never,Low,Low,High,Low,55-69,3.50- 4.00,400-449,3.50- 4.00,Yes,Yes,Never,Usually,3_4,Medium,High ,Yes,Usually,Yes,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,Primary education,Primary education,Farmer,Housewife,Friendly,No,Occasionally,Occasionally,Never,Occasionally,Never,Medium,Medium,High,Medium,70-84,3.50- 4.00,400-449,3.00-3.49,No,No,Sometimes,Usually,3_4,High ,High ,Yes,Always   ,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes
24 – 29,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,Yes,Primary education,Secondary education,Farmer,Housewife,Friendly,No,Occasionally,Never,Never,Often,Never,Low,Medium,High,Low,70-84,3.50- 4.00,400-449,3.00-3.49,Yes,Yes,Never,Usually,5_6,Low,Low,No,Sometimes,Yes,No,Yes,Yes,No,Never,No,No,Yes,No
>39,Male,Divorced,No,No,Amharic,Rural,Good,Yes,small,Yes,No,Primary education,Secondary education,Farmer,Housewife,Supportive,Yes,Never,Never,Never,Often,Never,Very High,Low,Medium,Low,85-100,3.50- 4.00,400-449,3.50- 4.00,No,No,Never,Sometimes,1_2,Medium,Medium,No,Always   ,Yes,No,No,No,Yes,Sometimes,Yes,No,No,No
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,High,High,55-69,3.50- 4.00,400-449,2.50-2.99,No,No,Never,Always   ,1_2,Medium,Medium,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,No,Yes,No
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,Yes,large,Yes,No,not educated,not educated,Farmer,Housewife,Friendly,No,Never,Never,Never,Never,Never,Low,Medium,Low,Low,55-69,2.50-2.99,450-499,2.50-2.99,No,No,Sometimes,Always   ,3_4,Medium,Medium,Yes,Always   ,Yes,No,No,No,Yes,Sometimes,No,No,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,No,No,not educated,not educated,Farmer,Housewife,Uninvolved,No,Never,Never,Never,Never,Never,Low,Medium,Low,Low,70-84,3.50- 4.00,400-449,3.00-3.49,No,No,Usually,Never,1_2,Medium,Low,No,Never,Yes,No,No,No,No,Usually,No,No,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Often,Never,Never,Low,Medium,Medium,Low,70-84,3.50- 4.00,450-499,3.50- 4.00,Yes,Yes,Never,Always   ,3_4,Medium,High ,No,Sometimes,Yes,No,No,No,Yes,Never,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,Yes,Yes,not educated,not educated,Farmer,Housewife,Competitive,Yes,Never,Never,Very often,Never,Never,Low,Low,Medium,Low,70-84,3.00-3.49,400-449,2.50-2.99,No,No,Never,Sometimes,3_4,Medium,Medium,Yes,Sometimes,No,No,Yes,No,Yes,Never,No,Yes,No,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,medium,No,No,not educated,not educated,Farmer,Housewife,Friendly,Yes,Occasionally,Never,Often,Never,Never,Medium,Medium,Medium,Low,70-84,3.00-3.49,400-449,2.00-2.49,Yes,Yes,Never,Always   ,3_4,Medium,Medium,No,Always   ,No,Yes,Yes,Yes,Yes,Sometimes,Yes,Yes,neutral,Yes
20 – 23,Male,Single,No,No,Amharic,Urban,Bad,No,large,No,No,not educated,not educated,Farmer,Housewife,Competitive,No,Occasionally,Occasionally,Occasionally,Never,Never,Low,Medium,High,Low,Less than 55,3.50- 4.00,400-449,3.00-3.49,No,Yes,Sometimes,Usually,3_4,Medium,Medium,Yes,Usually,Yes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes
20 – 23,Male,Single,No,No,Amharic,Rural,Good,Yes,large,Yes,No,not educated,not educated,Farmer,Health care related,Friendly,Yes,Never,Occasionally,Never,Never,Never,Medium,Low,Very High,Very High,70-84,3.00-3.49,400-449,3.00-3.49,Yes,Yes,Sometimes,Never,7_8,Medium,Low,Yes,Always   ,No,No,No,Yes,No,Sometimes,Yes,No,Yes,Yes
24 – 29,Female,Single,No,No,Amharic,Urban,Good,No,medium,Yes,Yes,Higher education,Higher education,Teacher,Teacher,Friendly,Yes,Never,Never,Never,Never,Never,Low,Medium,Very High,High,55-69,2.50-2.99,400-449,2.50-2.99,No,No,Never,Usually,3_4,Medium,Medium,Yes,Sometimes,Yes,No,No,No,No,Sometimes,Yes,No,Yes,Yes
